date,province,employment_rate,unemployment_rate,participation_rate,employed_thousands,unemployed_thousands,population_thousands,year,month,year_month,period,province_code,baseline_emp_rate,baseline_unemp_rate,emp_rate_vs_baseline,unemp_rate_vs_baseline
2020-06-01,British Columbia,58.24,7.53,44.06,2107.0,272.4,5400.0,2020,6,2020-06,COVID Shock,BC,62.26,4.8,-4.019999999999996,2.7300000000000004
2020-07-01,British Columbia,59.55,6.25,44.09,2154.5,226.3,5400.0,2020,7,2020-07,Early Recovery,BC,62.26,4.8,-2.710000000000001,1.4500000000000002
2020-08-01,British Columbia,60.7,5.95,44.66,2196.2,215.3,5400.0,2020,8,2020-08,Early Recovery,BC,62.26,4.8,-1.5599999999999952,1.1500000000000004
2020-09-01,British Columbia,60.77,5.81,44.61,2198.8,210.1,5400.0,2020,9,2020-09,Early Recovery,BC,62.26,4.8,-1.4899999999999949,1.0099999999999998
2020-10-01,British Columbia,60.83,5.53,44.46,2200.7,200.0,5400.0,2020,10,2020-10,Early Recovery,BC,62.26,4.8,-1.4299999999999997,0.7300000000000004
2020-11-01,British Columbia,61.03,5.43,44.52,2207.9,196.3,5400.0,2020,11,2020-11,Early Recovery,BC,62.26,4.8,-1.2299999999999969,0.6299999999999999
2020-12-01,British Columbia,61.39,5.35,44.71,2220.9,193.6,5400.0,2020,12,2020-12,Early Recovery,BC,62.26,4.8,-0.8699999999999974,0.5499999999999998
2021-01-01,British Columbia,61.38,5.08,44.53,2220.9,183.9,5400.0,2021,1,2021-01,Early Recovery,BC,62.26,4.8,-0.8799999999999955,0.28000000000000025
2021-02-01,British Columbia,61.63,5.06,44.68,2229.9,183.0,5400.0,2021,2,2021-02,Early Recovery,BC,62.26,4.8,-0.6299999999999955,0.2599999999999998
2021-03-01,British Columbia,61.39,5.14,44.57,2220.9,185.9,5400.0,2021,3,2021-03,Early Recovery,BC,62.26,4.8,-0.8699999999999974,0.33999999999999986
2021-04-01,British Columbia,61.6,5.06,44.66,2228.7,183.2,5400.0,2021,4,2021-04,Early Recovery,BC,62.26,4.8,-0.6599999999999966,0.2599999999999998
2021-05-01,British Columbia,61.46,5.14,44.62,2223.5,185.9,5400.0,2021,5,2021-05,Early Recovery,BC,62.26,4.8,-0.7999999999999972,0.33999999999999986
2021-06-01,British Columbia,61.26,4.97,44.38,2216.4,180.0,5400.0,2021,6,2021-06,Early Recovery,BC,62.26,4.8,-1.0,0.16999999999999993
2021-07-01,British Columbia,61.41,5.09,44.55,2221.7,184.3,5400.0,2021,7,2021-07,Full Recovery,BC,62.26,4.8,-0.8500000000000014,0.29000000000000004
2021-08-01,British Columbia,61.61,5.26,44.81,2229.1,190.4,5400.0,2021,8,2021-08,Full Recovery,BC,62.26,4.8,-0.6499999999999986,0.45999999999999996
2021-09-01,British Columbia,61.72,5.1,44.77,2233.1,184.5,5400.0,2021,9,2021-09,Full Recovery,BC,62.26,4.8,-0.5399999999999991,0.2999999999999998
2021-10-01,British Columbia,61.55,5.01,44.6,2226.7,181.4,5400.0,2021,10,2021-10,Full Recovery,BC,62.26,4.8,-0.7100000000000009,0.20999999999999996
2021-11-01,British Columbia,61.55,5.09,44.64,2226.7,184.0,5400.0,2021,11,2021-11,Full Recovery,BC,62.26,4.8,-0.7100000000000009,0.29000000000000004
2021-12-01,British Columbia,61.7,4.97,44.67,2232.5,179.8,5400.0,2021,12,2021-12,Full Recovery,BC,62.26,4.8,-0.5599999999999952,0.16999999999999993
2022-01-01,British Columbia,62.1,4.95,44.93,2246.9,179.2,5400.0,2022,1,2022-01,Full Recovery,BC,62.26,4.8,-0.1599999999999966,0.15000000000000036
2022-02-01,British Columbia,61.98,4.84,44.77,2242.4,175.1,5400.0,2022,2,2022-02,Full Recovery,BC,62.26,4.8,-0.28000000000000114,0.040000000000000036
2022-03-01,British Columbia,62.14,4.76,44.82,2248.2,172.2,5400.0,2022,3,2022-03,Full Recovery,BC,62.26,4.8,-0.11999999999999744,-0.040000000000000036
2022-04-01,British Columbia,62.04,4.8,44.79,2244.8,173.7,5400.0,2022,4,2022-04,Full Recovery,BC,62.26,4.8,-0.21999999999999886,0.0
2022-05-01,British Columbia,62.02,4.72,44.72,2243.9,170.9,5400.0,2022,5,2022-05,Full Recovery,BC,62.26,4.8,-0.23999999999999488,-0.08000000000000007
2022-06-01,British Columbia,62.0,4.85,44.79,2243.3,175.5,5400.0,2022,6,2022-06,Full Recovery,BC,62.26,4.8,-0.259999999999998,0.04999999999999982
2022-07-01,British Columbia,62.29,4.9,45.01,2253.7,177.1,5400.0,2022,7,2022-07,Post-Recovery,BC,62.26,4.8,0.030000000000001137,0.10000000000000053
2022-08-01,British Columbia,62.43,4.72,44.99,2258.7,170.9,5400.0,2022,8,2022-08,Post-Recovery,BC,62.26,4.8,0.1700000000000017,-0.08000000000000007
2022-09-01,British Columbia,62.17,4.82,44.89,2249.5,174.3,5400.0,2022,9,2022-09,Post-Recovery,BC,62.26,4.8,-0.0899999999999963,0.020000000000000462
2022-10-01,British Columbia,62.44,4.72,45.0,2259.0,170.7,5400.0,2022,10,2022-10,Post-Recovery,BC,62.26,4.8,0.17999999999999972,-0.08000000000000007
2022-11-01,British Columbia,61.83,4.74,44.6,2237.1,171.5,5400.0,2022,11,2022-11,Post-Recovery,BC,62.26,4.8,-0.4299999999999997,-0.05999999999999961
2022-12-01,British Columbia,61.58,4.75,44.44,2227.8,171.8,5400.0,2022,12,2022-12,Post-Recovery,BC,62.26,4.8,-0.6799999999999997,-0.04999999999999982
2023-01-01,British Columbia,61.85,4.82,44.66,2237.7,174.2,5400.0,2023,1,2023-01,Post-Recovery,BC,62.26,4.8,-0.4099999999999966,0.020000000000000462
2023-02-01,British Columbia,62.07,4.99,44.93,2245.6,180.5,5400.0,2023,2,2023-02,Post-Recovery,BC,62.26,4.8,-0.18999999999999773,0.1900000000000004
2023-03-01,British Columbia,62.19,4.74,44.84,2250.0,171.6,5400.0,2023,3,2023-03,Post-Recovery,BC,62.26,4.8,-0.07000000000000028,-0.05999999999999961
2023-04-01,British Columbia,61.82,4.85,44.67,2236.7,175.4,5400.0,2023,4,2023-04,Post-Recovery,BC,62.26,4.8,-0.4399999999999977,0.04999999999999982
2023-05-01,British Columbia,61.74,4.98,44.7,2233.6,180.3,5400.0,2023,5,2023-05,Post-Recovery,BC,62.26,4.8,-0.519999999999996,0.1800000000000006
2023-06-01,British Columbia,62.24,4.75,44.88,2251.7,172.0,5400.0,2023,6,2023-06,Post-Recovery,BC,62.26,4.8,-0.01999999999999602,-0.04999999999999982
2023-07-01,British Columbia,61.66,4.94,44.62,2230.8,178.6,5400.0,2023,7,2023-07,Post-Recovery,BC,62.26,4.8,-0.6000000000000014,0.14000000000000057
2023-08-01,British Columbia,61.98,4.92,44.82,2242.3,178.1,5400.0,2023,8,2023-08,Post-Recovery,BC,62.26,4.8,-0.28000000000000114,0.1200000000000001
2023-09-01,British Columbia,61.68,4.74,44.5,2231.6,171.5,5400.0,2023,9,2023-09,Post-Recovery,BC,62.26,4.8,-0.5799999999999983,-0.05999999999999961
2023-10-01,British Columbia,62.0,4.8,44.76,2243.2,173.8,5400.0,2023,10,2023-10,Post-Recovery,BC,62.26,4.8,-0.259999999999998,0.0
2023-11-01,British Columbia,61.91,4.86,44.74,2239.9,175.9,5400.0,2023,11,2023-11,Post-Recovery,BC,62.26,4.8,-0.3500000000000014,0.0600000000000005
2023-12-01,British Columbia,61.79,4.79,44.6,2235.4,173.1,5400.0,2023,12,2023-12,Post-Recovery,BC,62.26,4.8,-0.46999999999999886,-0.009999999999999787
2024-01-01,British Columbia,62.02,4.85,44.81,2244.0,175.5,5400.0,2024,1,2024-01,Post-Recovery,BC,62.26,4.8,-0.23999999999999488,0.04999999999999982
2024-02-01,British Columbia,62.14,4.69,44.78,2248.3,169.6,5400.0,2024,2,2024-02,Post-Recovery,BC,62.26,4.8,-0.11999999999999744,-0.10999999999999943
2024-03-01,British Columbia,61.69,4.93,44.64,2232.1,178.3,5400.0,2024,3,2024-03,Post-Recovery,BC,62.26,4.8,-0.5700000000000003,0.1299999999999999
2024-04-01,British Columbia,62.07,4.73,44.75,2245.6,171.0,5400.0,2024,4,2024-04,Post-Recovery,BC,62.26,4.8,-0.18999999999999773,-0.0699999999999994
2024-05-01,British Columbia,62.31,4.81,44.97,2254.4,174.1,5400.0,2024,5,2024-05,Post-Recovery,BC,62.26,4.8,0.05000000000000426,0.009999999999999787
2024-06-01,British Columbia,62.24,4.81,44.92,2251.7,173.9,5400.0,2024,6,2024-06,Post-Recovery,BC,62.26,4.8,-0.01999999999999602,0.009999999999999787
2024-07-01,British Columbia,62.41,4.98,45.15,2258.1,180.0,5400.0,2024,7,2024-07,Post-Recovery,BC,62.26,4.8,0.14999999999999858,0.1800000000000006
2024-08-01,British Columbia,61.95,4.9,44.79,2241.4,177.2,5400.0,2024,8,2024-08,Post-Recovery,BC,62.26,4.8,-0.30999999999999517,0.10000000000000053
2024-09-01,British Columbia,62.13,4.94,44.93,2247.8,178.6,5400.0,2024,9,2024-09,Post-Recovery,BC,62.26,4.8,-0.12999999999999545,0.14000000000000057
2024-10-01,British Columbia,61.81,4.87,44.67,2236.2,176.1,5400.0,2024,10,2024-10,Post-Recovery,BC,62.26,4.8,-0.44999999999999574,0.07000000000000028
2024-11-01,British Columbia,62.21,4.62,44.78,2250.8,167.3,5400.0,2024,11,2024-11,Post-Recovery,BC,62.26,4.8,-0.04999999999999716,-0.17999999999999972
2024-12-01,British Columbia,61.76,4.6,44.46,2234.6,166.3,5400.0,2024,12,2024-12,Post-Recovery,BC,62.26,4.8,-0.5,-0.20000000000000018
2019-01-01,Alberta,62.95,6.57,46.58,1940.0,202.5,4600.0,2019,1,2019-01,Pre-COVID (2019),AB,62.89,6.38,0.060000000000002274,0.1900000000000004
2019-02-01,Alberta,63.3,6.51,46.77,1950.9,200.6,4600.0,2019,2,2019-02,Pre-COVID (2019),AB,62.89,6.38,0.4099999999999966,0.1299999999999999
2019-03-01,Alberta,63.33,6.36,46.69,1951.7,196.1,4600.0,2019,3,2019-03,Pre-COVID (2019),AB,62.89,6.38,0.4399999999999977,-0.019999999999999574
2019-04-01,Alberta,62.66,6.49,46.33,1931.2,200.2,4600.0,2019,4,2019-04,Pre-COVID (2019),AB,62.89,6.38,-0.23000000000000398,0.11000000000000032
2019-05-01,Alberta,63.08,6.5,46.61,1944.0,200.2,4600.0,2019,5,2019-05,Pre-COVID (2019),AB,62.89,6.38,0.18999999999999773,0.1200000000000001
2019-06-01,Alberta,62.59,6.49,46.28,1928.9,200.1,4600.0,2019,6,2019-06,Pre-COVID (2019),AB,62.89,6.38,-0.29999999999999716,0.11000000000000032
2019-07-01,Alberta,62.74,6.57,46.44,1933.6,202.4,4600.0,2019,7,2019-07,Pre-COVID (2019),AB,62.89,6.38,-0.14999999999999858,0.1900000000000004
2019-08-01,Alberta,63.07,6.41,46.55,1943.9,197.4,4600.0,2019,8,2019-08,Pre-COVID (2019),AB,62.89,6.38,0.17999999999999972,0.03000000000000025
2019-09-01,Alberta,62.9,6.39,46.43,1938.5,197.1,4600.0,2019,9,2019-09,Pre-COVID (2019),AB,62.89,6.38,0.00999999999999801,0.009999999999999787
2019-10-01,Alberta,62.99,6.6,46.62,1941.3,203.3,4600.0,2019,10,2019-10,Pre-COVID (2019),AB,62.89,6.38,0.10000000000000142,0.21999999999999975
2019-11-01,Alberta,62.8,6.55,46.47,1935.6,201.9,4600.0,2019,11,2019-11,Pre-COVID (2019),AB,62.89,6.38,-0.09000000000000341,0.16999999999999993
2019-12-01,Alberta,62.89,6.42,46.44,1938.4,197.9,4600.0,2019,12,2019-12,Pre-COVID (2019),AB,62.89,6.38,0.0,0.040000000000000036
2020-01-01,Alberta,62.98,6.4,46.48,1941.0,197.1,4600.0,2020,1,2020-01,Pre-COVID (2020),AB,62.89,6.38,0.0899999999999963,0.020000000000000462
2020-02-01,Alberta,62.89,6.38,46.41,1938.2,196.6,4600.0,2020,2,2020-02,Pre-COVID (2020),AB,62.89,6.38,0.0,0.0
2020-03-01,Alberta,59.94,8.92,46.14,1847.4,274.9,4600.0,2020,3,2020-03,COVID Shock,AB,62.89,6.38,-2.950000000000003,2.54
2020-04-01,Alberta,51.94,14.17,44.29,1600.6,436.7,4600.0,2020,4,2020-04,COVID Shock,AB,62.89,6.38,-10.950000000000003,7.79
2020-05-01,Alberta,55.5,11.71,45.03,1710.6,360.9,4600.0,2020,5,2020-05,COVID Shock,AB,62.89,6.38,-7.390000000000001,5.330000000000001
2020-06-01,Alberta,58.52,9.8,45.77,1803.7,301.9,4600.0,2020,6,2020-06,COVID Shock,AB,62.89,6.38,-4.369999999999997,3.420000000000001
2020-07-01,Alberta,60.02,8.45,45.88,1849.8,260.6,4600.0,2020,7,2020-07,Early Recovery,AB,62.89,6.38,-2.8699999999999974,2.0699999999999994
2020-08-01,Alberta,60.99,7.64,45.98,1879.7,235.4,4600.0,2020,8,2020-08,Early Recovery,AB,62.89,6.38,-1.8999999999999986,1.2599999999999998
2020-09-01,Alberta,60.97,7.84,46.11,1879.2,241.8,4600.0,2020,9,2020-09,Early Recovery,AB,62.89,6.38,-1.9200000000000017,1.46
2020-10-01,Alberta,61.83,7.52,46.47,1905.7,231.8,4600.0,2020,10,2020-10,Early Recovery,AB,62.89,6.38,-1.0600000000000023,1.1399999999999997
2020-11-01,Alberta,61.85,7.42,46.41,1906.2,228.6,4600.0,2020,11,2020-11,Early Recovery,AB,62.89,6.38,-1.0399999999999991,1.04
2020-12-01,Alberta,62.58,7.34,46.84,1928.7,226.1,4600.0,2020,12,2020-12,Early Recovery,AB,62.89,6.38,-0.3100000000000023,0.96
2021-01-01,Alberta,62.4,6.81,46.37,1923.2,209.8,4600.0,2021,1,2021-01,Early Recovery,AB,62.89,6.38,-0.490000000000002,0.4299999999999997
2021-02-01,Alberta,62.1,6.92,46.25,1914.0,213.4,4600.0,2021,2,2021-02,Early Recovery,AB,62.89,6.38,-0.7899999999999991,0.54
2021-03-01,Alberta,62.27,6.76,46.25,1919.3,208.4,4600.0,2021,3,2021-03,Early Recovery,AB,62.89,6.38,-0.6199999999999974,0.3799999999999999
2021-04-01,Alberta,62.3,6.79,46.29,1920.0,209.4,4600.0,2021,4,2021-04,Early Recovery,AB,62.89,6.38,-0.5900000000000034,0.41000000000000014
2021-05-01,Alberta,62.76,6.99,46.73,1934.3,215.5,4600.0,2021,5,2021-05,Early Recovery,AB,62.89,6.38,-0.13000000000000256,0.6100000000000003
2021-06-01,Alberta,62.42,7.05,46.55,1923.9,217.3,4600.0,2021,6,2021-06,Early Recovery,AB,62.89,6.38,-0.46999999999999886,0.6699999999999999
2021-07-01,Alberta,62.44,6.82,46.4,1924.4,210.1,4600.0,2021,7,2021-07,Full Recovery,AB,62.89,6.38,-0.45000000000000284,0.4400000000000004
2021-08-01,Alberta,62.73,6.96,46.69,1933.3,214.4,4600.0,2021,8,2021-08,Full Recovery,AB,62.89,6.38,-0.1600000000000037,0.5800000000000001
2021-09-01,Alberta,62.22,6.88,46.3,1917.5,212.1,4600.0,2021,9,2021-09,Full Recovery,AB,62.89,6.38,-0.6700000000000017,0.5
2021-10-01,Alberta,62.25,6.76,46.24,1918.5,208.5,4600.0,2021,10,2021-10,Full Recovery,AB,62.89,6.38,-0.6400000000000006,0.3799999999999999
2021-11-01,Alberta,62.61,7.09,46.7,1929.6,218.6,4600.0,2021,11,2021-11,Full Recovery,AB,62.89,6.38,-0.28000000000000114,0.71
2021-12-01,Alberta,62.26,6.88,46.32,1918.9,212.0,4600.0,2021,12,2021-12,Full Recovery,AB,62.89,6.38,-0.6300000000000026,0.5
2022-01-01,Alberta,62.87,6.45,46.45,1937.6,198.8,4600.0,2022,1,2022-01,Full Recovery,AB,62.89,6.38,-0.020000000000003126,0.07000000000000028
2022-02-01,Alberta,62.88,6.41,46.43,1938.0,197.7,4600.0,2022,2,2022-02,Full Recovery,AB,62.89,6.38,-0.00999999999999801,0.03000000000000025
2022-03-01,Alberta,63.01,6.42,46.52,1942.0,197.8,4600.0,2022,3,2022-03,Full Recovery,AB,62.89,6.38,0.11999999999999744,0.040000000000000036
2022-04-01,Alberta,63.05,6.49,46.6,1943.3,200.2,4600.0,2022,4,2022-04,Full Recovery,AB,62.89,6.38,0.1599999999999966,0.11000000000000032
2022-05-01,Alberta,62.95,6.41,46.47,1940.2,197.5,4600.0,2022,5,2022-05,Full Recovery,AB,62.89,6.38,0.060000000000002274,0.03000000000000025
2022-06-01,Alberta,62.88,6.58,46.54,1938.1,202.7,4600.0,2022,6,2022-06,Full Recovery,AB,62.89,6.38,-0.00999999999999801,0.20000000000000018
2022-07-01,Alberta,63.1,6.4,46.57,1944.7,197.3,4600.0,2022,7,2022-07,Post-Recovery,AB,62.89,6.38,0.21000000000000085,0.020000000000000462
2022-08-01,Alberta,63.02,6.58,46.63,1942.3,202.6,4600.0,2022,8,2022-08,Post-Recovery,AB,62.89,6.38,0.13000000000000256,0.20000000000000018
2022-09-01,Alberta,62.67,6.55,46.38,1931.4,202.0,4600.0,2022,9,2022-09,Post-Recovery,AB,62.89,6.38,-0.21999999999999886,0.16999999999999993
2022-10-01,Alberta,62.87,6.56,46.51,1937.6,202.1,4600.0,2022,10,2022-10,Post-Recovery,AB,62.89,6.38,-0.020000000000003126,0.17999999999999972
2022-11-01,Alberta,62.85,6.32,46.34,1937.0,194.8,4600.0,2022,11,2022-11,Post-Recovery,AB,62.89,6.38,-0.03999999999999915,-0.05999999999999961
2022-12-01,Alberta,62.67,6.5,46.35,1931.6,200.5,4600.0,2022,12,2022-12,Post-Recovery,AB,62.89,6.38,-0.21999999999999886,0.1200000000000001
2023-01-01,Alberta,63.05,6.41,46.54,1943.3,197.5,4600.0,2023,1,2023-01,Post-Recovery,AB,62.89,6.38,0.1599999999999966,0.03000000000000025
2023-02-01,Alberta,63.13,6.33,46.54,1945.6,195.2,4600.0,2023,2,2023-02,Post-Recovery,AB,62.89,6.38,0.240000000000002,-0.04999999999999982
2023-03-01,Alberta,62.99,6.38,46.47,1941.3,196.6,4600.0,2023,3,2023-03,Post-Recovery,AB,62.89,6.38,0.10000000000000142,0.0
2023-04-01,Alberta,62.87,6.5,46.48,1937.6,200.5,4600.0,2023,4,2023-04,Post-Recovery,AB,62.89,6.38,-0.020000000000003126,0.1200000000000001
2023-05-01,Alberta,62.83,6.46,46.42,1936.4,199.1,4600.0,2023,5,2023-05,Post-Recovery,AB,62.89,6.38,-0.060000000000002274,0.08000000000000007
2023-06-01,Alberta,63.2,6.44,46.66,1947.9,198.6,4600.0,2023,6,2023-06,Post-Recovery,AB,62.89,6.38,0.3100000000000023,0.0600000000000005
2023-07-01,Alberta,63.17,6.39,46.6,1946.8,196.8,4600.0,2023,7,2023-07,Post-Recovery,AB,62.89,6.38,0.28000000000000114,0.009999999999999787
2023-08-01,Alberta,63.11,6.64,46.73,1944.9,204.8,4600.0,2023,8,2023-08,Post-Recovery,AB,62.89,6.38,0.21999999999999886,0.2599999999999998
2023-09-01,Alberta,62.51,6.42,46.18,1926.4,197.9,4600.0,2023,9,2023-09,Post-Recovery,AB,62.89,6.38,-0.38000000000000256,0.040000000000000036
2023-10-01,Alberta,63.12,6.48,46.63,1945.2,199.7,4600.0,2023,10,2023-10,Post-Recovery,AB,62.89,6.38,0.22999999999999687,0.10000000000000053
2023-11-01,Alberta,63.07,6.44,46.57,1943.9,198.5,4600.0,2023,11,2023-11,Post-Recovery,AB,62.89,6.38,0.17999999999999972,0.0600000000000005
2023-12-01,Alberta,63.02,6.48,46.57,1942.2,199.8,4600.0,2023,12,2023-12,Post-Recovery,AB,62.89,6.38,0.13000000000000256,0.10000000000000053
2024-01-01,Alberta,63.23,6.53,46.74,1948.9,201.1,4600.0,2024,1,2024-01,Post-Recovery,AB,62.89,6.38,0.3399999999999963,0.15000000000000036
2024-02-01,Alberta,63.07,6.46,46.58,1943.7,199.1,4600.0,2024,2,2024-02,Post-Recovery,AB,62.89,6.38,0.17999999999999972,0.08000000000000007
2024-03-01,Alberta,62.9,6.46,46.47,1938.7,199.0,4600.0,2024,3,2024-03,Post-Recovery,AB,62.89,6.38,0.00999999999999801,0.08000000000000007
2024-04-01,Alberta,63.08,6.46,46.59,1944.1,199.0,4600.0,2024,4,2024-04,Post-Recovery,AB,62.89,6.38,0.18999999999999773,0.08000000000000007
2024-05-01,Alberta,63.06,6.71,46.74,1943.4,206.7,4600.0,2024,5,2024-05,Post-Recovery,AB,62.89,6.38,0.1700000000000017,0.33000000000000007
2024-06-01,Alberta,63.17,6.47,46.66,1947.0,199.3,4600.0,2024,6,2024-06,Post-Recovery,AB,62.89,6.38,0.28000000000000114,0.08999999999999986
2024-07-01,Alberta,63.24,6.46,46.7,1949.1,199.1,4600.0,2024,7,2024-07,Post-Recovery,AB,62.89,6.38,0.3500000000000014,0.08000000000000007
2024-08-01,Alberta,62.59,6.4,46.22,1929.1,197.2,4600.0,2024,8,2024-08,Post-Recovery,AB,62.89,6.38,-0.29999999999999716,0.020000000000000462
2024-09-01,Alberta,62.63,6.46,46.29,1930.1,199.2,4600.0,2024,9,2024-09,Post-Recovery,AB,62.89,6.38,-0.259999999999998,0.08000000000000007
2024-10-01,Alberta,63.0,6.67,46.68,1941.8,205.5,4600.0,2024,10,2024-10,Post-Recovery,AB,62.89,6.38,0.10999999999999943,0.29000000000000004
2024-11-01,Alberta,63.07,6.48,46.59,1943.7,199.7,4600.0,2024,11,2024-11,Post-Recovery,AB,62.89,6.38,0.17999999999999972,0.10000000000000053
2024-12-01,Alberta,63.17,6.28,46.53,1946.8,193.5,4600.0,2024,12,2024-12,Post-Recovery,AB,62.89,6.38,0.28000000000000114,-0.09999999999999964
2019-01-01,Manitoba,61.05,5.28,44.44,572.6,49.5,1400.0,2019,1,2019-01,Pre-COVID (2019),MB,61.17,5.34,-0.12000000000000455,-0.05999999999999961
2019-02-01,Manitoba,60.7,5.31,44.23,569.4,49.8,1400.0,2019,2,2019-02,Pre-COVID (2019),MB,61.17,5.34,-0.46999999999999886,-0.03000000000000025
2019-03-01,Manitoba,61.07,5.16,44.37,572.8,48.4,1400.0,2019,3,2019-03,Pre-COVID (2019),MB,61.17,5.34,-0.10000000000000142,-0.17999999999999972
2019-04-01,Manitoba,61.13,5.43,44.59,573.4,50.9,1400.0,2019,4,2019-04,Pre-COVID (2019),MB,61.17,5.34,-0.03999999999999915,0.08999999999999986
2019-05-01,Manitoba,61.04,5.22,44.39,572.5,49.0,1400.0,2019,5,2019-05,Pre-COVID (2019),MB,61.17,5.34,-0.13000000000000256,-0.1200000000000001
2019-06-01,Manitoba,60.91,5.12,44.24,571.3,48.0,1400.0,2019,6,2019-06,Pre-COVID (2019),MB,61.17,5.34,-0.2600000000000051,-0.21999999999999975
2019-07-01,Manitoba,61.17,5.11,44.41,573.7,48.0,1400.0,2019,7,2019-07,Pre-COVID (2019),MB,61.17,5.34,0.0,-0.22999999999999954
2019-08-01,Manitoba,61.01,5.15,44.33,572.3,48.3,1400.0,2019,8,2019-08,Pre-COVID (2019),MB,61.17,5.34,-0.1600000000000037,-0.1899999999999995
2019-09-01,Manitoba,61.1,5.23,44.44,573.1,49.1,1400.0,2019,9,2019-09,Pre-COVID (2019),MB,61.17,5.34,-0.07000000000000028,-0.10999999999999943
2019-10-01,Manitoba,61.21,5.15,44.46,574.1,48.3,1400.0,2019,10,2019-10,Pre-COVID (2019),MB,61.17,5.34,0.03999999999999915,-0.1899999999999995
2019-11-01,Manitoba,60.95,5.1,44.25,571.7,47.9,1400.0,2019,11,2019-11,Pre-COVID (2019),MB,61.17,5.34,-0.21999999999999886,-0.2400000000000002
2019-12-01,Manitoba,60.91,5.24,44.32,571.3,49.1,1400.0,2019,12,2019-12,Pre-COVID (2019),MB,61.17,5.34,-0.2600000000000051,-0.09999999999999964
2020-01-01,Manitoba,61.15,5.11,44.39,573.6,47.9,1400.0,2020,1,2020-01,Pre-COVID (2020),MB,61.17,5.34,-0.020000000000003126,-0.22999999999999954
2020-02-01,Manitoba,61.17,5.34,44.56,573.8,50.0,1400.0,2020,2,2020-02,Pre-COVID (2020),MB,61.17,5.34,0.0,0.0
2020-03-01,Manitoba,58.08,7.49,43.93,544.8,70.2,1400.0,2020,3,2020-03,COVID Shock,MB,61.17,5.34,-3.0900000000000034,2.1500000000000004
2020-04-01,Manitoba,51.35,11.73,42.26,481.6,110.0,1400.0,2020,4,2020-04,COVID Shock,MB,61.17,5.34,-9.82,6.390000000000001
2020-05-01,Manitoba,54.14,9.9,42.91,507.9,92.9,1400.0,2020,5,2020-05,COVID Shock,MB,61.17,5.34,-7.030000000000001,4.5600000000000005
2020-06-01,Manitoba,57.13,7.99,43.63,535.9,75.0,1400.0,2020,6,2020-06,COVID Shock,MB,61.17,5.34,-4.039999999999999,2.6500000000000004
2020-07-01,Manitoba,58.56,6.84,43.81,549.3,64.1,1400.0,2020,7,2020-07,Early Recovery,MB,61.17,5.34,-2.6099999999999994,1.5
2020-08-01,Manitoba,59.79,6.4,44.35,560.8,60.1,1400.0,2020,8,2020-08,Early Recovery,MB,61.17,5.34,-1.3800000000000026,1.0600000000000005
2020-09-01,Manitoba,59.52,6.32,44.12,558.3,59.3,1400.0,2020,9,2020-09,Early Recovery,MB,61.17,5.34,-1.6499999999999986,0.9800000000000004
2020-10-01,Manitoba,59.8,6.13,44.17,560.9,57.5,1400.0,2020,10,2020-10,Early Recovery,MB,61.17,5.34,-1.3700000000000045,0.79
2020-11-01,Manitoba,59.74,6.02,44.06,560.4,56.4,1400.0,2020,11,2020-11,Early Recovery,MB,61.17,5.34,-1.4299999999999997,0.6799999999999997
2020-12-01,Manitoba,60.48,5.96,44.52,567.3,55.9,1400.0,2020,12,2020-12,Early Recovery,MB,61.17,5.34,-0.6900000000000048,0.6200000000000001
2021-01-01,Manitoba,60.82,5.5,44.43,570.5,51.6,1400.0,2021,1,2021-01,Early Recovery,MB,61.17,5.34,-0.3500000000000014,0.16000000000000014
2021-02-01,Manitoba,60.3,5.54,44.11,565.6,51.9,1400.0,2021,2,2021-02,Early Recovery,MB,61.17,5.34,-0.8700000000000045,0.20000000000000018
2021-03-01,Manitoba,60.51,5.66,44.33,567.6,53.1,1400.0,2021,3,2021-03,Early Recovery,MB,61.17,5.34,-0.6600000000000037,0.3200000000000003
2021-04-01,Manitoba,60.16,5.7,44.13,564.3,53.5,1400.0,2021,4,2021-04,Early Recovery,MB,61.17,5.34,-1.0100000000000051,0.3600000000000003
2021-05-01,Manitoba,60.47,5.51,44.2,567.2,51.7,1400.0,2021,5,2021-05,Early Recovery,MB,61.17,5.34,-0.7000000000000028,0.16999999999999993
2021-06-01,Manitoba,60.3,5.38,44.01,565.6,50.5,1400.0,2021,6,2021-06,Early Recovery,MB,61.17,5.34,-0.8700000000000045,0.040000000000000036
2021-07-01,Manitoba,60.66,5.56,44.37,569.0,52.1,1400.0,2021,7,2021-07,Full Recovery,MB,61.17,5.34,-0.5100000000000051,0.21999999999999975
2021-08-01,Manitoba,60.24,5.42,43.99,565.1,50.8,1400.0,2021,8,2021-08,Full Recovery,MB,61.17,5.34,-0.9299999999999997,0.08000000000000007
2021-09-01,Manitoba,60.43,5.72,44.32,566.9,53.6,1400.0,2021,9,2021-09,Full Recovery,MB,61.17,5.34,-0.740000000000002,0.3799999999999999
2021-10-01,Manitoba,60.45,5.4,44.12,567.0,50.6,1400.0,2021,10,2021-10,Full Recovery,MB,61.17,5.34,-0.7199999999999989,0.0600000000000005
2021-11-01,Manitoba,60.45,5.52,44.2,567.0,51.8,1400.0,2021,11,2021-11,Full Recovery,MB,61.17,5.34,-0.7199999999999989,0.17999999999999972
